UMP-45 | Caramel (Factory New)|Consumer Grade|1|UMP-45|0.11|0.28|98.00
Souvenir AUG | Radiation Hazard (Factory New)|Industrial Grade|470|AUG|0.10|0.07|74.00
MP9 | Setting Sun (Factory New)|Mil-Spec|471|MP9|0.03|0.78|143.00
Souvenir MP9 | Setting Sun (Factory New)|Mil-Spec|471|MP9|0.03|0.78|143.00
PP-Bizon | Chemical Green (Factory New)|Industrial Grade|472|PP-Bizon|0.18|0.46|125.00
Souvenir PP-Bizon | Chemical Green (Factory New)|Industrial Grade|472|PP-Bizon|0.18|0.46|125.00
Negev | Nuclear Waste (Factory New)|Industrial Grade|473|Negev|0.09|0.70|98.00
Souvenir Negev | Nuclear Waste (Factory New)|Industrial Grade|473|Negev|0.09|0.70|98.00
FAMAS | Styx (Factory New)|Restricted|474|FAMAS|0.03|0.48|61.00
Souvenir FAMAS | Styx (Factory New)|Restricted|474|FAMAS|0.03|0.48|61.00
P250 | Contamination (Factory New)|Industrial Grade|475|P250|0.13|0.29|133.00
Souvenir P250 | Contamination (Factory New)|Industrial Grade|475|P250|0.13|0.29|133.00
Five-SeveN | Hot Shot (Factory New)|Industrial Grade|476|Five-SeveN|0.19|0.38|155.00
Souvenir Five-SeveN | Hot Shot (Factory New)|Industrial Grade|476|Five-SeveN|0.19|0.38|155.00
SG 553 | Fallout Warning (Factory New)|Industrial Grade|477|SG 553|0.03|0.37|71.00
Souvenir SG 553 | Fallout Warning (Factory New)|Industrial Grade|477|SG 553|0.03|0.37|71.00
AK-47 | Wasteland Rebel (Factory New)|Covert|478|AK-47|0.11|0.14|85.00
Five-SeveN | Urban Hazard (Factory New)|Mil-Spec|479|Five-SeveN|0.01|0.54|131.00
G3SG1 | Murky (Factory New)|Mil-Spec|480|G3SG1|0.22|0.05|61.00
Glock-18 | Grinder (Factory New)|Restricted|481|Glock-18|0.17|0.05|62.00
M4A1-S | Basilisk (Factory New)|Restricted|482|M4A1-S|0.22|0.05|63.00
M4A4 | Griffin (Factory New)|Restricted|483|M4A4|0.08|0.26|88.00
MAG-7 | Firestarter (Factory New)|Mil-Spec|484|MAG-7|0.11|0.17|149.00
MP9 | Dart (Factory New)|Mil-Spec|485|MP9|0.14|0.09|68.00
P250 | Cartel (Factory New)|Classified|486|P250|0.42|0.04|55.00
P2000 | Fire Elemental (Factory New)|Covert|487|P2000|0.91|0.18|116.00
Sawed-Off | Highwayman (Factory New)|Restricted|488|Sawed-Off|0.09|0.25|60.00
SCAR-20 | Cardiac (Factory New)|Classified|489|SCAR-20|0.71|0.10|72.00
UMP-45 | Delusion (Factory New)|Mil-Spec|490|UMP-45|0.17|0.49|144.00
XM1014 | Tranquility (Factory New)|Classified|491|XM1014|0.02|0.49|133.00
AK-47 | Cartel (Factory New)|Classified|492|AK-47|0.07|0.13|52.00
Desert Eagle | Naga (Factory New)|Restricted|494|Desert Eagle|0.17|0.09|67.00
Glock-18 | Catacombs (Factory New)|Mil-Spec|496|Glock-18|0.17|0.07|89.00
M249 | System Lock (Factory New)|Mil-Spec|497|M249|0.02|0.49|111.00
XM1014 | Quicksilver (Factory New)|Mil-Spec|498|XM1014|0.46|0.06|63.00
MAC-10 | Malachite (Factory New)|Restricted|499|MAC-10|0.48|0.61|96.00
MP9 | Deadly Poison (Factory New)|Mil-Spec|500|MP9|0.19|0.16|76.00
P250 | Muertos (Factory New)|Classified|501|P250|0.00|0.72|155.00
M4A4 | 龍王 (Dragon King) (Factory New)|Classified|502|M4A4|0.95|0.23|120.00
Sawed-Off | Serenity (Factory New)|Restricted|503|Sawed-Off|0.47|0.27|120.00
SCAR-20 | Grotto (Factory New)|Mil-Spec|504|SCAR-20|0.50|0.17|54.00
Dual Berettas | Urban Shock (Factory New)|Restricted|505|Dual Berettas|0.56|0.39|114.00
★ Gut Knife | Damascus Steel (Factory New)|Covert|506|Gut Knife|0.97|0.05|129.00
★ Gut Knife | Marble Fade (Factory New)|Covert|508|Gut Knife|0.90|0.31|91.00
★ Gut Knife | Tiger Tooth (Factory New)|Covert|509|Gut Knife|0.10|0.69|172.00
★ Gut Knife | Ultraviolet (Factory New)|Covert|511|Gut Knife|0.70|0.20|91.00
★ Flip Knife | Damascus Steel (Factory New)|Covert|512|Flip Knife|0.47|0.06|101.00
★ Flip Knife | Marble Fade (Factory New)|Covert|514|Flip Knife|0.08|0.36|83.00
★ Flip Knife | Tiger Tooth (Factory New)|Covert|515|Flip Knife|0.10|0.61|135.00
★ Flip Knife | Ultraviolet (Factory New)|Covert|517|Flip Knife|0.71|0.19|75.00
★ Bayonet | Damascus Steel (Factory New)|Covert|518|Bayonet|0.48|0.06|132.00
★ Bayonet | Marble Fade (Factory New)|Covert|520|Bayonet|0.09|0.28|92.00
★ Bayonet | Tiger Tooth (Factory New)|Covert|521|Bayonet|0.10|0.67|176.00
★ Bayonet | Ultraviolet (Factory New)|Covert|523|Bayonet|0.68|0.12|81.00
★ M9 Bayonet | Damascus Steel (Factory New)|Covert|524|M9 Bayonet|0.56|0.10|121.00
★ M9 Bayonet | Marble Fade (Factory New)|Covert|526|M9 Bayonet|0.03|0.32|82.00
★ M9 Bayonet | Tiger Tooth (Factory New)|Covert|527|M9 Bayonet|0.10|0.70|152.00
★ M9 Bayonet | Ultraviolet (Factory New)|Covert|529|M9 Bayonet|0.65|0.13|76.00
★ Karambit | Damascus Steel (Factory New)|Covert|530|Karambit|0.55|0.08|137.00
★ Karambit | Marble Fade (Factory New)|Covert|532|Karambit|0.63|0.15|139.00
★ Karambit | Tiger Tooth (Factory New)|Covert|533|Karambit|0.13|0.53|173.00
★ Karambit | Ultraviolet (Factory New)|Covert|535|Karambit|0.63|0.10|91.00
MAC-10 | Neon Rider (Factory New)|Covert|536|MAC-10|0.90|0.17|139.00
M4A1-S | Hyper Beast (Factory New)|Covert|537|M4A1-S|0.59|0.24|94.00
FAMAS | Djinn (Factory New)|Classified|538|FAMAS|0.17|0.06|47.00
CZ75-Auto | Pole Position (Factory New)|Restricted|542|CZ75-Auto|0.02|0.06|129.00
MAG-7 | Heat (Factory New)|Restricted|543|MAG-7|0.05|0.69|136.00
AWP | Worm God (Factory New)|Restricted|544|AWP|0.17|0.06|70.00
Sawed-Off | Origami (Factory New)|Mil-Spec|545|Sawed-Off|0.09|0.65|130.00
P250 | Valence (Factory New)|Mil-Spec|547|P250|0.55|0.12|57.00
Desert Eagle | Bronze Deco (Factory New)|Mil-Spec|548|Desert Eagle|0.11|0.30|60.00
MP7 | Armor Core (Factory New)|Mil-Spec|549|MP7|0.22|0.05|57.00
AK-47 | Elite Build (Factory New)|Mil-Spec|550|AK-47|0.11|0.12|50.00
AWP | Hyper Beast (Factory New)|Covert|551|AWP|0.58|0.16|70.00
AK-47 | Aquamarine Revenge (Factory New)|Covert|552|AK-47|0.19|0.15|105.00
SG 553 | Cyrex (Factory New)|Classified|553|SG 553|0.05|0.15|71.00
MP7 | Nemesis (Factory New)|Classified|554|MP7|0.13|0.31|90.00
CZ75-Auto | Yellow Jacket (Factory New)|Classified|555|CZ75-Auto|0.13|0.61|134.00
P2000 | Handgun (Factory New)|Restricted|556|P2000|0.52|0.42|102.00
MP9 | Ruby Poison Dart (Factory New)|Restricted|558|MP9|0.00|0.48|82.00
M4A4 | Evil Daimyo (Factory New)|Restricted|559|M4A4|0.01|0.53|122.00
FAMAS | Neural Net (Factory New)|Restricted|560|FAMAS|0.13|0.61|96.00
USP-S | Torque (Factory New)|Mil-Spec|561|USP-S|0.15|0.15|105.00
UMP-45 | Riot (Factory New)|Mil-Spec|562|UMP-45|0.17|0.20|85.00
P90 | Elite Build (Factory New)|Mil-Spec|563|P90|0.10|0.11|70.00
Nova | Ranger (Factory New)|Mil-Spec|564|Nova|0.17|0.17|87.00
Glock-18 | Bunsen Burner (Factory New)|Mil-Spec|565|Glock-18|0.53|0.44|61.00
Galil AR | Rocket Pop (Factory New)|Mil-Spec|566|Galil AR|0.59|0.30|151.00
SCAR-20 | Army Sheen (Factory New)|Consumer Grade|567|SCAR-20|0.19|0.11|55.00
CZ75-Auto | Army Sheen (Factory New)|Consumer Grade|568|CZ75-Auto|0.26|0.13|55.00
M249 | Impact Drill (Factory New)|Consumer Grade|569|M249|0.13|0.66|154.00
MAG-7 | Seabird (Factory New)|Consumer Grade|570|MAG-7|0.45|0.18|117.00
Desert Eagle | Night (Factory New)|Industrial Grade|571|Desert Eagle|0.50|0.04|55.00
Galil AR | Urban Rubble (Factory New)|Industrial Grade|572|Galil AR|0.17|0.02|91.00
USP-S | Para Green (Factory New)|Industrial Grade|573|USP-S|0.17|0.11|84.00
MAC-10 | Fade (Factory New)|Mil-Spec|574|MAC-10|0.96|0.35|74.00
P250 | Whiteout (Factory New)|Mil-Spec|575|P250|0.15|0.09|222.00
MP7 | Full Stop (Factory New)|Mil-Spec|576|MP7|0.03|0.52|81.00
Five-SeveN | Nitro (Factory New)|Mil-Spec|577|Five-SeveN|0.06|0.41|140.00
CZ75-Auto | Emerald (Factory New)|Mil-Spec|578|CZ75-Auto|0.40|0.52|69.00
SG 553 | Bulldozer (Factory New)|Restricted|579|SG 553|0.15|0.46|132.00
Dual Berettas | Duelist (Factory New)|Restricted|580|Dual Berettas|0.83|0.02|51.00
Glock-18 | Twilight Galaxy (Factory New)|Classified|581|Glock-18|0.56|0.46|63.00
M4A1-S | Hot Rod (Factory New)|Classified|582|M4A1-S|0.00|0.54|70.00
MP7 | Asterion (Factory New)|Consumer Grade|583|MP7|0.60|0.71|126.00
AUG | Daedalus (Factory New)|Consumer Grade|584|AUG|0.13|0.07|75.00
Dual Berettas | Moon in Libra (Factory New)|Consumer Grade|585|Dual Berettas|0.64|0.44|71.00
Nova | Moon in Libra (Factory New)|Consumer Grade|586|Nova|0.63|0.40|77.00
Tec-9 | Hades (Factory New)|Industrial Grade|587|Tec-9|0.14|0.14|125.00
P2000 | Pathfinder (Factory New)|Industrial Grade|588|P2000|0.12|0.09|89.00
AWP | Sun in Leo (Factory New)|Industrial Grade|589|AWP|0.66|0.24|78.00
M249 | Shipping Forecast (Factory New)|Industrial Grade|590|M249|0.49|0.37|75.00
UMP-45 | Minotaur's Labyrinth (Factory New)|Mil-Spec|591|UMP-45|0.69|0.30|90.00
MP9 | Pandora's Box (Factory New)|Mil-Spec|592|MP9|0.60|0.42|74.00
G3SG1 | Chronos (Factory New)|Restricted|593|G3SG1|0.17|0.02|66.00
M4A1-S | Icarus Fell (Factory New)|Restricted|594|M4A1-S|0.54|0.61|119.00
M4A4 | Poseidon (Factory New)|Classified|595|M4A4|0.48|0.32|90.00
AWP | Medusa (Factory New)|Covert|596|AWP|0.50|0.02|56.00
PP-Bizon | Bamboo Print (Factory New)|Consumer Grade|597|PP-Bizon|0.14|0.17|175.00
Sawed-Off | Bamboo Shadow (Factory New)|Consumer Grade|598|Sawed-Off|0.11|0.06|54.00
Tec-9 | Bamboo Forest (Factory New)|Consumer Grade|599|Tec-9|0.17|0.20|141.00
G3SG1 | Orange Kimono (Factory New)|Consumer Grade|600|G3SG1|0.10|0.19|70.00
P250 | Mint Kimono (Factory New)|Consumer Grade|601|P250|0.38|0.08|133.00
P250 | Crimson Kimono (Factory New)|Industrial Grade|602|P250|0.02|0.27|84.00
Desert Eagle | Midnight Storm (Factory New)|Industrial Grade|603|Desert Eagle|0.50|0.36|67.00
Galil AR | Aqua Terrace (Factory New)|Mil-Spec|604|Galil AR|0.48|0.34|131.00
MAG-7 | Counter Terrace (Factory New)|Mil-Spec|605|MAG-7|0.22|0.38|120.00
Tec-9 | Terrace (Factory New)|Mil-Spec|606|Tec-9|0.13|0.39|135.00
Five-SeveN | Neon Kimono (Factory New)|Restricted|607|Five-SeveN|0.18|0.48|182.00
Desert Eagle | Sunset Storm 壱 (Factory New)|Restricted|608|Desert Eagle|0.02|0.67|79.00
Desert Eagle | Sunset Storm 弐 (Factory New)|Restricted|609|Desert Eagle|0.02|0.67|79.00
M4A4 | Daybreak (Factory New)|Restricted|610|M4A4|0.11|0.31|108.00
AK-47 | Hydroponic (Factory New)|Classified|611|AK-47|0.18|0.38|94.00
AUG | Akihabara Accept (Factory New)|Covert|612|AUG|0.83|0.03|78.00
★ Falchion Knife | Vanilla (Factory New)|Covert|613|Falchion Knife|0.58|0.08|95.00
★ Falchion Knife | Blue Steel (Factory New)|Covert|614|Falchion Knife|0.57|0.21|66.00
★ Falchion Knife | Boreal Forest (Factory New)|Covert|615|Falchion Knife|0.26|0.23|122.00
★ Falchion Knife | Case Hardened (Factory New)|Covert|616|Falchion Knife|0.14|0.19|130.00
★ Falchion Knife | Crimson Web (Factory New)|Covert|617|Falchion Knife|0.01|0.49|133.00
★ Falchion Knife | Fade (Factory New)|Covert|618|Falchion Knife|0.02|0.38|115.00
★ Falchion Knife | Forest DDPAT (Factory New)|Covert|619|Falchion Knife|0.14|0.21|122.00
★ Falchion Knife | Night (Factory New)|Covert|620|Falchion Knife|0.57|0.06|83.00
★ Falchion Knife | Safari Mesh (Factory New)|Covert|621|Falchion Knife|0.18|0.18|121.00
★ Falchion Knife | Scorched (Factory New)|Covert|622|Falchion Knife|0.12|0.07|99.00
★ Falchion Knife | Slaughter (Factory New)|Covert|623|Falchion Knife|0.99|0.46|143.00
★ Falchion Knife | Stained (Factory New)|Covert|624|Falchion Knife|0.56|0.11|103.00
★ Falchion Knife | Urban Masked (Factory New)|Covert|625|Falchion Knife|0.30|0.03|185.00
Dual Berettas | Dualing Dragons (Factory New)|Mil-Spec|626|Dual Berettas|0.08|0.17|65.00
FAMAS | Survivor Z (Factory New)|Mil-Spec|627|FAMAS|0.04|0.26|97.00
Glock-18 | Wraiths (Factory New)|Mil-Spec|628|Glock-18|0.10|0.16|63.00
MAC-10 | Rangeen (Factory New)|Mil-Spec|629|MAC-10|0.07|0.23|117.00
MAG-7 | Cobalt Core (Factory New)|Mil-Spec|630|MAG-7|0.53|0.48|98.00
SCAR-20 | Green Marine (Factory New)|Mil-Spec|631|SCAR-20|0.17|0.13|53.00
XM1014 | Scumbria (Factory New)|Mil-Spec|632|XM1014|0.50|0.07|71.00
Galil AR | Stone Cold (Factory New)|Restricted|633|Galil AR|0.57|0.45|65.00
M249 | Nebula Crusader (Factory New)|Restricted|634|M249|0.06|0.15|91.00
MP7 | Special Delivery (Factory New)|Restricted|635|MP7|0.09|0.22|113.00
P250 | Wingshot (Factory New)|Restricted|636|P250|0.16|0.35|132.00
AK-47 | Frontside Misty (Factory New)|Classified|637|AK-47|0.50|0.34|118.00
G3SG1 | Flux (Factory New)|Classified|638|G3SG1|0.72|0.18|56.00
SSG 08 | Big Iron (Factory New)|Classified|639|SSG 08|0.11|0.32|78.00
M4A1-S | Golden Coil (Factory New)|Covert|640|M4A1-S|0.10|0.65|134.00
USP-S | Kill Confirmed (Factory New)|Covert|641|USP-S|0.05|0.36|127.00
★ Shadow Daggers | Vanilla (Factory New)|Covert|642|Shadow Daggers|0.57|0.16|32.00
★ Shadow Daggers | Blue Steel (Factory New)|Covert|643|Shadow Daggers|0.58|0.23|155.00
★ Shadow Daggers | Boreal Forest (Factory New)|Covert|644|Shadow Daggers|0.18|0.14|103.00
★ Shadow Daggers | Case Hardened (Factory New)|Covert|645|Shadow Daggers|0.31|0.03|175.00
★ Shadow Daggers | Crimson Web (Factory New)|Covert|646|Shadow Daggers|0.01|0.23|104.00
★ Shadow Daggers | Fade (Factory New)|Covert|647|Shadow Daggers|0.93|0.36|205.00
★ Shadow Daggers | Forest DDPAT (Factory New)|Covert|648|Shadow Daggers|0.26|0.23|102.00
★ Shadow Daggers | Night (Factory New)|Covert|649|Shadow Daggers|0.55|0.19|83.00
★ Shadow Daggers | Safari Mesh (Factory New)|Covert|650|Shadow Daggers|0.19|0.15|101.00
★ Shadow Daggers | Scorched (Factory New)|Covert|651|Shadow Daggers|0.11|0.06|162.00
★ Shadow Daggers | Slaughter (Factory New)|Covert|652|Shadow Daggers|0.98|0.33|208.00
★ Shadow Daggers | Stained (Factory New)|Covert|653|Shadow Daggers|0.57|0.11|161.00
★ Shadow Daggers | Urban Masked (Factory New)|Covert|654|Shadow Daggers|0.44|0.04|150.00
R8 Revolver | Fade (Factory New)|Covert|655|R8 Revolver|0.06|0.44|84.00
M4A4 | Royal Paladin (Factory New)|Covert|656|M4A4|0.10|0.28|74.00
R8 Revolver | Crimson Web (Factory New)|Mil-Spec|657|R8 Revolver|0.01|0.62|108.00
AUG | Ricochet (Factory New)|Mil-Spec|658|AUG|0.38|0.05|77.00
Desert Eagle | Corinthian (Factory New)|Mil-Spec|659|Desert Eagle|0.07|0.44|50.00
P2000 | Imperial (Factory New)|Mil-Spec|660|P2000|0.01|0.49|82.00
Sawed-Off | Yorick (Factory New)|Mil-Spec|661|Sawed-Off|0.10|0.28|60.00
SCAR-20 | Outbreak (Factory New)|Mil-Spec|662|SCAR-20|0.22|0.24|71.00
PP-Bizon | Fuel Rod (Factory New)|Restricted|663|PP-Bizon|0.25|0.26|65.00
Negev | Power Loader (Factory New)|Restricted|664|Negev|0.13|0.66|134.00
Five-SeveN | Retrobution (Factory New)|Restricted|665|Five-SeveN|0.08|0.29|158.00
SG 553 | Tiger Moth (Factory New)|Restricted|666|SG 553|0.05|0.41|80.00
Tec-9 | Avalanche (Factory New)|Restricted|667|Tec-9|0.46|0.13|98.00
XM1014 | Teclu Burner (Factory New)|Restricted|668|XM1014|0.12|0.37|81.00
AK-47 | Point Disarray (Factory New)|Classified|669|AK-47|0.94|0.15|117.00
P90 | Shapewood (Factory New)|Classified|670|P90|0.11|0.35|130.00
R8 Revolver | Amber Fade (Factory New)|Classified|672|R8 Revolver|0.13|0.27|64.00
Souvenir R8 Revolver | Amber Fade (Factory New)|Classified|672|R8 Revolver|0.13|0.27|64.00
R8 Revolver | Bone Mask (Factory New)|Consumer Grade|673|R8 Revolver|0.14|0.20|105.00
Souvenir R8 Revolver | Bone Mask (Factory New)|Consumer Grade|673|R8 Revolver|0.14|0.20|105.00
PP-Bizon | Photic Zone (Factory New)|Mil-Spec|674|PP-Bizon|0.42|0.30|105.00
Dual Berettas | Cartel (Factory New)|Mil-Spec|675|Dual Berettas|0.10|0.27|97.00
MAC-10 | Lapis Gator (Factory New)|Mil-Spec|676|MAC-10|0.62|0.47|80.00
SSG 08 | Necropos (Factory New)|Mil-Spec|677|SSG 08|0.17|0.16|70.00
Tec-9 | Jambiya (Factory New)|Mil-Spec|678|Tec-9|0.12|0.14|50.00
USP-S | Lead Conduit (Factory New)|Mil-Spec|679|USP-S|0.12|0.08|51.00
FAMAS | Valence (Factory New)|Restricted|680|FAMAS|0.04|0.30|66.00
Five-SeveN | Triumvirate (Factory New)|Restricted|681|Five-SeveN|0.27|0.05|93.00
Glock-18 | Royal Legion (Factory New)|Restricted|682|Glock-18|0.06|0.31|83.00
MAG-7 | Praetorian (Factory New)|Restricted|683|MAG-7|0.00|0.09|22.00
MP7 | Impire (Factory New)|Restricted|684|MP7|0.20|0.41|147.00
AWP | Elite Build (Factory New)|Classified|685|AWP|0.13|0.10|50.00
Desert Eagle | Kumicho Dragon (Factory New)|Classified|686|Desert Eagle|0.45|0.15|88.00
Nova | Hyper Beast (Factory New)|Classified|687|Nova|0.58|0.02|90.00
AK-47 | Fuel Injector (Factory New)|Covert|688|AK-47|0.11|0.33|80.00
M4A4 | The Battlestar (Factory New)|Covert|689|M4A4|0.14|0.24|62.00
★ Bowie Knife | Vanilla (Factory New)|Covert|690|Bowie Knife|0.50|0.03|75.00
★ Bowie Knife | Blue Steel (Factory New)|Covert|691|Bowie Knife|0.58|0.28|80.00
★ Bowie Knife | Boreal Forest (Factory New)|Covert|692|Bowie Knife|0.20|0.18|108.00
★ Bowie Knife | Case Hardened (Factory New)|Covert|693|Bowie Knife|0.25|0.05|150.00
★ Bowie Knife | Crimson Web (Factory New)|Covert|694|Bowie Knife|0.00|0.49|132.00
★ Bowie Knife | Fade (Factory New)|Covert|695|Bowie Knife|0.00|0.40|144.00
★ Bowie Knife | Forest DDPAT (Factory New)|Covert|696|Bowie Knife|0.19|0.19|118.00
★ Bowie Knife | Night (Factory New)|Covert|697|Bowie Knife|0.56|0.14|79.00
★ Bowie Knife | Safari Mesh (Factory New)|Covert|698|Bowie Knife|0.17|0.19|116.00
★ Bowie Knife | Scorched (Factory New)|Covert|699|Bowie Knife|0.11|0.03|112.00
★ Bowie Knife | Slaughter (Factory New)|Covert|700|Bowie Knife|0.99|0.50|171.00
★ Bowie Knife | Stained (Factory New)|Covert|701|Bowie Knife|0.58|0.12|126.00
★ Bowie Knife | Urban Masked (Factory New)|Covert|702|Bowie Knife|0.44|0.04|159.00
AUG | Fleet Flock (Factory New)|Classified|703|AUG|0.17|0.18|113.00
PP-Bizon | Judgement of Anubis (Factory New)|Covert|704|PP-Bizon|0.11|0.33|86.00
CZ75-Auto | Red Astor (Factory New)|Restricted|705|CZ75-Auto|0.03|0.24|66.00
Dual Berettas | Ventilators (Factory New)|Mil-Spec|706|Dual Berettas|0.19|0.08|77.00
G3SG1 | Orange Crash (Factory New)|Mil-Spec|707|G3SG1|0.07|0.51|116.00
Galil AR | Firefight (Factory New)|Restricted|708|Galil AR|0.04|0.19|70.00
M249 | Spectre (Factory New)|Mil-Spec|709|M249|0.12|0.12|110.00
M4A1-S | Chantico's Fire (Factory New)|Covert|710|M4A1-S|0.10|0.47|150.00
MP9 | Bioleak (Factory New)|Mil-Spec|711|MP9|0.15|0.48|50.00
P2000 | Oceanic (Factory New)|Mil-Spec|712|P2000|0.58|0.47|94.00
SG 553 | Atlas (Factory New)|Mil-Spec|715|SG 553|0.19|0.23|60.00
SSG 08 | Ghost Crusader (Factory New)|Restricted|716|SSG 08|0.39|0.04|78.00
Tec-9 | Re-Entry (Factory New)|Restricted|717|Tec-9|0.02|0.41|74.00
UMP-45 | Primal Saber (Factory New)|Classified|718|UMP-45|0.45|0.19|132.00
XM1014 | Black Tie (Factory New)|Restricted|719|XM1014|0.13|0.09|96.00
M4A1-S | Mecha Industries (Factory New)|Covert|720|M4A1-S|0.12|0.15|137.00
Glock-18 | Wasteland Rebel (Factory New)|Covert|721|Glock-18|0.10|0.16|126.00
SCAR-20 | Bloodsport (Factory New)|Classified|722|SCAR-20|0.07|0.33|98.00
P2000 | Imperial Dragon (Factory New)|Classified|723|P2000|0.06|0.59|91.00
M4A4 | Desolate Space (Factory New)|Classified|724|M4A4|0.62|0.19|128.00
Sawed-Off | Limelight (Factory New)|Restricted|725|Sawed-Off|0.18|0.26|109.00
R8 Revolver | Reboot (Factory New)|Restricted|726|R8 Revolver|0.10|0.10|77.00
P90 | Chopper (Factory New)|Restricted|727|P90|0.06|0.33|52.00
AWP | Phobos (Factory New)|Restricted|728|AWP|0.13|0.15|59.00
AUG | Aristocrat (Factory New)|Restricted|729|AUG|0.22|0.04|73.00
Tec-9 | Ice Cap (Factory New)|Mil-Spec|730|Tec-9|0.60|0.29|72.00
SG 553 | Aerial (Factory New)|Mil-Spec|731|SG 553|0.13|0.18|74.00
PP-Bizon | Harvester (Factory New)|Mil-Spec|732|PP-Bizon|0.17|0.12|42.00
P250 | Iron Clad (Factory New)|Mil-Spec|733|P250|0.22|0.28|46.00
Nova | Exo (Factory New)|Mil-Spec|734|Nova|0.17|0.01|78.00
MAC-10 | Carnivore (Factory New)|Mil-Spec|735|MAC-10|0.02|0.51|103.00
Five-SeveN | Violent Daimyo (Factory New)|Mil-Spec|736|Five-SeveN|0.84|0.34|87.00
★ Bayonet | Lore (Factory New)|Covert|737|Bayonet|0.12|0.51|186.00
★ Flip Knife | Lore (Factory New)|Covert|738|Flip Knife|0.12|0.50|148.00
★ Gut Knife | Lore (Factory New)|Covert|739|Gut Knife|0.14|0.50|173.00
★ Karambit | Lore (Factory New)|Covert|740|Karambit|0.14|0.48|150.00
★ M9 Bayonet | Lore (Factory New)|Covert|741|M9 Bayonet|0.13|0.52|172.00
★ Bayonet | Black Laminate (Factory New)|Covert|742|Bayonet|0.28|0.03|107.00
★ Flip Knife | Black Laminate (Factory New)|Covert|743|Flip Knife|0.17|0.05|82.00
★ Gut Knife | Black Laminate (Factory New)|Covert|744|Gut Knife|0.33|0.03|104.00
★ Karambit | Black Laminate (Factory New)|Covert|745|Karambit|0.29|0.03|125.00
★ M9 Bayonet | Black Laminate (Factory New)|Covert|746|M9 Bayonet|0.50|0.05|88.00
★ Bayonet | Autotronic (Factory New)|Covert|752|Bayonet|1.00|0.31|145.00
★ Flip Knife | Autotronic (Factory New)|Covert|753|Flip Knife|0.02|0.15|107.00
★ Gut Knife | Autotronic (Factory New)|Covert|754|Gut Knife|0.00|0.18|110.00
★ Karambit | Autotronic (Factory New)|Covert|755|Karambit|0.00|0.20|115.00
★ M9 Bayonet | Autotronic (Factory New)|Covert|756|M9 Bayonet|0.98|0.18|119.00
★ Bayonet | Bright Water (Factory New)|Covert|757|Bayonet|0.60|0.38|144.00
★ Flip Knife | Bright Water (Factory New)|Covert|758|Flip Knife|0.60|0.39|127.00
★ Gut Knife | Bright Water (Factory New)|Covert|759|Gut Knife|0.60|0.43|146.00
★ Karambit | Bright Water (Factory New)|Covert|760|Karambit|0.60|0.34|119.00
★ M9 Bayonet | Bright Water (Factory New)|Covert|761|M9 Bayonet|0.60|0.40|134.00
★ Bayonet | Freehand (Factory New)|Covert|762|Bayonet|0.70|0.03|151.00
★ Flip Knife | Freehand (Factory New)|Covert|763|Flip Knife|0.50|0.01|116.00
★ Gut Knife | Freehand (Factory New)|Covert|764|Gut Knife|0.89|0.13|127.00
★ Karambit | Freehand (Factory New)|Covert|765|Karambit|0.67|0.09|125.00
★ M9 Bayonet | Freehand (Factory New)|Covert|766|M9 Bayonet|0.70|0.17|129.00
AK-47 | Neon Revolution (Factory New)|Covert|767|AK-47|0.95|0.36|105.00
AUG | Syd Mead (Factory New)|Classified|768|AUG|0.05|0.24|80.00
CZ75-Auto | Imprint (Factory New)|Mil-Spec|769|CZ75-Auto|0.22|0.04|73.00
Desert Eagle | Directive (Factory New)|Restricted|770|Desert Eagle|0.53|0.16|38.00
FAMAS | Roll Cage (Factory New)|Covert|771|FAMAS|0.03|0.32|63.00
Five-SeveN | Scumbria (Factory New)|Mil-Spec|772|Five-SeveN|0.42|0.03|60.00
G3SG1 | Ventilator (Factory New)|Mil-Spec|773|G3SG1|0.21|0.08|52.00
Glock-18 | Weasel (Factory New)|Restricted|774|Glock-18|0.07|0.32|119.00
MAG-7 | Petroglyph (Factory New)|Restricted|775|MAG-7|0.09|0.22|91.00
MP9 | Airlock (Factory New)|Classified|776|MP9|0.12|0.15|121.00
P90 | Grim (Factory New)|Mil-Spec|778|P90|0.31|0.21|97.00
SCAR-20 | Powercore (Factory New)|Restricted|779|SCAR-20|0.18|0.29|59.00
SG 553 | Triarch (Factory New)|Restricted|780|SG 553|0.10|0.31|91.00
Tec-9 | Fuel Injector (Factory New)|Classified|781|Tec-9|0.12|0.44|87.00
UMP-45 | Briefing (Factory New)|Mil-Spec|782|UMP-45|0.04|0.05|73.00
XM1014 | Slipstream (Factory New)|Mil-Spec|783|XM1014|0.51|0.30|103.00
CZ75-Auto | Polymer (Factory New)|Mil-Spec|784|CZ75-Auto|0.45|0.16|63.00
Glock-18 | Ironwork (Factory New)|Mil-Spec|785|Glock-18|0.12|0.10|77.00
MP7 | Cirrus (Factory New)|Mil-Spec|786|MP7|0.57|0.47|58.00
Galil AR | Black Sand (Factory New)|Mil-Spec|787|Galil AR|0.10|0.21|84.00
MP9 | Sand Scale (Factory New)|Mil-Spec|788|MP9|0.13|0.20|86.00
MAG-7 | Sonar (Factory New)|Mil-Spec|789|MAG-7|0.21|0.14|59.00
P2000 | Turf (Factory New)|Mil-Spec|790|P2000|0.21|0.41|98.00
